Longitude,Latitude,Green Index
128.896157,35.086731,11.17008367
128.897539,35.086659,14.34535642
128.896118,35.086084,10.19149871
128.896082,35.086118,11.34112657
128.896372,35.087003,10.3394277
128.896117,35.08599,9.559622319
128.89608,35.086025,11.84789895
128.896079,35.085932,11.44716161
128.896118,35.085893,8.493782359
128.89641,35.087108,9.648899778
128.896079,35.085838,11.53875046
128.896118,35.085793,8.425018491
128.896446,35.087206,8.01156851
128.897837,35.086655,6.716034116
128.896079,35.085743,11.04093473
128.896118,35.085692,7.831568972
128.89648,35.0873,8.390925481
128.89608,35.085647,11.73377404
128.897982,35.086654,9.158884985
128.896117,35.085592,9.595737796
128.896472,35.08738,12.16947115
128.896514,35.087392,9.357953495
128.896081,35.085554,12.5132905
128.896118,35.085493,11.0357341
128.89811,35.086654,14.24105492
128.896549,35.087486,10.21865754
128.89651,35.087483,12.45319434
128.896117,35.08539,10.57778985
128.896582,35.087573,9.453587278
128.89824,35.086654,12.25701507
128.837048,35.149018,14.51004299
128.8369,35.149016,16.49032683
128.837148,35.149019,9.224470692
128.836756,35.149015,20.58813332
128.837248,35.149018,8.234617696
128.837027,35.148964,5.415876942
128.836639,35.149015,12.59014423
128.836894,35.148963,7.721200074
128.837353,35.149017,10.19525472
128.83724,35.148965,6.523899778
128.837101,35.148934,6.750993898
128.836054,35.149681,8.311760355
128.836526,35.149016,19.69824797
128.836055,35.149558,8.368678347
128.836055,35.149823,10.51249307
128.836741,35.148932,6.964219675
128.836622,35.148962,5.745250092
128.837348,35.148971,6.358346431
128.837459,35.149017,9.06989645
128.836056,35.149462,7.390960152
128.836056,35.149913,8.996798724
128.836991,35.148878,19.42665958
128.837453,35.14898,5.133020525
128.836841,35.148878,10.27124168
128.83611,35.150084,12.39800989
128.8372,35.148881,9.205112796
128.836055,35.149345,20.08713942
128.837565,35.149017,7.360045303
128.836368,35.149015,10.96552561
128.837558,35.148988,8.017058062
128.836019,35.149989,10.24408284
128.83734,35.148886,8.87458395
128.83648,35.148929,5.81170257
128.836593,35.148876,10.35994129
128.836055,35.149249,25.3287953
128.836108,35.150185,18.0476262
128.837672,35.149017,8.662802792
128.836395,35.148928,6.161300388
128.837472,35.148892,6.127496302
128.837665,35.148991,7.956961908
128.837576,35.148935,7.959851146
128.836228,35.149014,10.95339081
128.835923,35.150011,19.89269369
128.836049,35.149133,4.25526997
128.836107,35.150281,8.772015995
128.837772,35.148997,7.507107526
128.836231,35.148927,4.129299186
128.83768,35.148901,7.195647652
128.836094,35.149013,9.370088295
128.83789,35.149018,8.570925018
