x,y
128.89693,35.084018
128.831878,35.150889
128.878029,35.088573
128.89662,35.081757
128.886886,35.112513
128.887241,35.112898
128.839779,35.151844
128.839012,35.150912
128.896813,35.086407
128.836969,35.149673
